设置,选项名称,值
选手信息,nick,mirbit
选手信息,Name,Sabit Coktasar
选手信息,Birthday,"November 4, 1996"
选手信息,Country,Germany
选手信息,Team,Nordavind
鼠标,model,Logitech G Pro X Superlight Black
鼠标,DPI,800
鼠标,Sensitivity,0.90
鼠标,eDPI,720
鼠标,Zoom Sensitivity,1.00
鼠标,Hz,1000
鼠标,Windows Sensitivity,6
准星设置,Drawoutline,1
准星设置,Alpha,333
准星设置,Color,1
准星设置,Blue,-1000
准星设置,Green,0
准星设置,Red,-1000
准星设置,Dot,0
准星设置,Gap,-3
准星设置,Size,2
准星设置,Style,4
准星设置,Thickness,0
准星设置,Sniper Width,2
持枪 视角,FOV,68
持枪 视角,Offset X,2.5
持枪 视角,Offset Y,0
持枪 视角,Offset Z,-1.5
持枪 视角,Presetpos,3
视频设置,Resolution,1920x1080
视频设置,Aspect Ratio,16:9
视频设置,Scaling Mode,Native
视频设置,Brightness,130%
视频设置,Display Mode,Fullscreen
视频设置,Boost Player Contrast,Enabled
视频设置,Wait for Vertical Sync,Disabled
视频设置,Multisampling Anti-Aliasing Mode,None
视频设置,Global Shadow Quality,Low
视频设置,Model / Texture Detail,Low
视频设置,Texture Filtering Mode,Bilinear
视频设置,Shader Detail,Low
视频设置,Particle Detail,Unknown
视频设置,Ambient Occlusion,Unknown
视频设置,High Dynamic Range,Unknown
视频设置,FidelityFX Super Resolution,Unknown
视频设置,NVIDIA Reflex Low Latency,Unknown
界面 大小,HUD Scale,0.85
界面 大小,HUD Color,Pink
雷达,Radar Centers The Player,No
雷达,Radar is Rotating,Yes
雷达,Toggle Shape With Scoreboard,Yes
雷达,Radar Hud Size,1.105
雷达,Radar Map Zoom,0.4
展示皮肤,skins,['★ Classic Knife']
外设,Monitor,ZOWIE XL2546K
外设,Mouse,Logitech G Pro X Superlight Black
外设,Keyboard,Ducky One 2 TKL
外设,Headset,SteelSeries Arctis Pro
外设,Mousepad,SteelSeries QcK Heavy
